date,open,high,low,close,adj_close,volume
1980-12-12 00:00:00-05:00,0.128347993,0.128905997,0.128347993,0.128347993,0.098725922,469033600
1980-12-15 00:00:00-05:00,0.122210003,0.122210003,0.121652,0.121652,0.093575306,175884800
1980-12-16 00:00:00-05:00,0.113280997,0.113280997,0.112723,0.112723,0.086707085,105728000
1980-12-17 00:00:00-05:00,0.115512997,0.116071001,0.115512997,0.115512997,0.088853203,86441600
1980-12-18 00:00:00-05:00,0.118862003,0.119419999,0.118862003,0.118862003,0.091429248,73449600
1980-12-19 00:00:00-05:00,0.126115993,0.126673996,0.126115993,0.126115993,0.097009048,48630400
1980-12-22 00:00:00-05:00,0.132254004,0.132813007,0.132254004,0.132254004,0.101730458,37363200
1980-12-23 00:00:00-05:00,0.137834996,0.138393,0.137834996,0.137834996,0.106023379,46950400
1980-12-24 00:00:00-05:00,0.145089,0.145647004,0.145089,0.145089,0.111603208,48003200
1980-12-26 00:00:00-05:00,0.158482,0.159040004,0.158482,0.158482,0.121905141,55574400
1980-12-29 00:00:00-05:00,0.160714,0.161272004,0.160714,0.160714,0.123621993,93161600
1980-12-30 00:00:00-05:00,0.157365993,0.157365993,0.156808004,0.156808004,0.120617501,68880000
1980-12-31 00:00:00-05:00,0.152902007,0.152902007,0.152344003,0.152344003,0.11718379,35750400
1981-01-02 00:00:00-05:00,0.154018,0.155134007,0.154018,0.154018,0.118471466,21660800
1981-01-05 00:00:00-05:00,0.151227996,0.151227996,0.150670007,0.150670007,0.115896098,35728000
1981-01-06 00:00:00-05:00,0.144530997,0.144530997,0.143972993,0.143972993,0.110744774,45158400
1981-01-07 00:00:00-05:00,0.138393,0.138393,0.137834996,0.137834996,0.106023379,55686400
1981-01-08 00:00:00-05:00,0.135602996,0.135602996,0.135045007,0.135045007,0.103877276,39827200
1981-01-09 00:00:00-05:00,0.142298996,0.142857,0.142298996,0.142298996,0.109457128,21504000
1981-01-12 00:00:00-05:00,0.142298996,0.142298996,0.141183004,0.141183004,0.108598657,23699200
1981-01-13 00:00:00-05:00,0.136719003,0.136719003,0.136161,0.136161,0.104735717,23049600
1981-01-14 00:00:00-05:00,0.136719003,0.137277007,0.136719003,0.136719003,0.10516493,14291200
1981-01-15 00:00:00-05:00,0.139509007,0.140625,0.139509007,0.139509007,0.107310988,14067200
1981-01-16 00:00:00-05:00,0.138951004,0.138951004,0.138393,0.138393,0.106452547,13395200
1981-01-19 00:00:00-05:00,0.146762997,0.147321001,0.146762997,0.146762997,0.11289084,41574400
1981-01-20 00:00:00-05:00,0.142857,0.142857,0.142298996,0.142298996,0.109457128,30083200
1981-01-21 00:00:00-05:00,0.145089,0.146204993,0.145089,0.145089,0.111603208,15904000
1981-01-22 00:00:00-05:00,0.146762997,0.147879004,0.146762997,0.146762997,0.11289084,35548800
1981-01-23 00:00:00-05:00,0.146762997,0.147321001,0.146204993,0.146204993,0.112461589,11222400
1981-01-26 00:00:00-05:00,0.144530997,0.144530997,0.143972993,0.143972993,0.110744774,24640000
1981-01-27 00:00:00-05:00,0.143972993,0.143972993,0.142857,0.142857,0.109886274,23699200
1981-01-28 00:00:00-05:00,0.138951004,0.138951004,0.138393,0.138393,0.106452547,28156800
1981-01-29 00:00:00-05:00,0.133928999,0.133928999,0.133370996,0.133370996,0.102589637,43904000
1981-01-30 00:00:00-05:00,0.127232,0.127232,0.126115993,0.126115993,0.097009048,46188800
1981-02-02 00:00:00-05:00,0.119419999,0.119419999,0.118862003,0.118862003,0.091429248,23766400
1981-02-03 00:00:00-05:00,0.123326004,0.123884,0.123326004,0.123326004,0.094862938,19152000
1981-02-04 00:00:00-05:00,0.127790004,0.128347993,0.127790004,0.127790004,0.09829668,27865600
1981-02-05 00:00:00-05:00,0.127790004,0.128905997,0.127790004,0.127790004,0.09829668,7929600
1981-02-06 00:00:00-05:00,0.128347993,0.128905997,0.128347993,0.128347993,0.098725922,13865600
1981-02-09 00:00:00-05:00,0.122768,0.122768,0.121652,0.121652,0.093575306,16755200
1981-02-10 00:00:00-05:00,0.121652,0.122210003,0.121652,0.121652,0.093575306,18345600
1981-02-11 00:00:00-05:00,0.118303999,0.118303999,0.117746003,0.117746003,0.090570807,13843200
1981-02-12 00:00:00-05:00,0.117187999,0.117187999,0.116628997,0.116628997,0.089711592,14560000
1981-02-13 00:00:00-05:00,0.114955001,0.114955001,0.113839,0.113839,0.087565541,11155200
1981-02-17 00:00:00-05:00,0.116628997,0.117187999,0.116628997,0.116628997,0.089711592,12275200
1981-02-18 00:00:00-05:00,0.121652,0.122768,0.121652,0.121652,0.093575306,19241600
1981-02-19 00:00:00-05:00,0.114955001,0.114955001,0.114396997,0.114396997,0.087994814,22310400
1981-02-20 00:00:00-05:00,0.108817004,0.108817004,0.108259,0.108259,0.083273351,24371200
1981-02-23 00:00:00-05:00,0.109932996,0.110491,0.109932996,0.109932996,0.084561042,14112000
1981-02-24 00:00:00-05:00,0.107143,0.107143,0.106027,0.106027,0.081556499,16979200
1981-02-25 00:00:00-05:00,0.112723,0.113280997,0.112723,0.112723,0.086707085,19488000
1981-02-26 00:00:00-05:00,0.114396997,0.114955001,0.114396997,0.114396997,0.087994814,10841600
1981-02-27 00:00:00-05:00,0.118303999,0.119419999,0.118303999,0.118303999,0.091000021,14761600
1981-03-02 00:00:00-05:00,0.118862003,0.119419999,0.118862003,0.118862003,0.091429248,11760000
1981-03-03 00:00:00-05:00,0.117746003,0.117746003,0.117187999,0.117187999,0.090141609,16172800
1981-03-04 00:00:00-05:00,0.116628997,0.116628997,0.116071001,0.116071001,0.089282408,13708800
1981-03-05 00:00:00-05:00,0.116071001,0.116071001,0.115512997,0.115512997,0.088853203,5376000
1981-03-06 00:00:00-05:00,0.115512997,0.115512997,0.114396997,0.114396997,0.087994814,11603200
1981-03-09 00:00:00-05:00,0.106027,0.106027,0.105469003,0.105469003,0.081127323,15321600
1981-03-10 00:00:00-05:00,0.101003997,0.101003997,0.100446001,0.100446001,0.077263594,28380800
1981-03-11 00:00:00-05:00,0.097655997,0.097655997,0.096539997,0.096539997,0.074259058,29859200
1981-03-12 00:00:00-05:00,0.100446001,0.101003997,0.100446001,0.100446001,0.077263594,59248000
1981-03-13 00:00:00-05:00,0.099887997,0.099887997,0.099330001,0.099330001,0.076405138,231302400
1981-03-16 00:00:00-05:00,0.103237003,0.104353003,0.103237003,0.103237003,0.079410464,37228800
1981-03-17 00:00:00-05:00,0.108259,0.109375,0.108259,0.108259,0.083273351,43747200
1981-03-18 00:00:00-05:00,0.114955001,0.116071001,0.114955001,0.114955001,0.088423952,36937600
1981-03-19 00:00:00-05:00,0.114396997,0.114396997,0.113839,0.113839,0.087565541,37811200
1981-03-20 00:00:00-05:00,0.114955001,0.116071001,0.114955001,0.114955001,0.088423952,14604800
1981-03-23 00:00:00-05:00,0.119419999,0.120536,0.119419999,0.119419999,0.091858469,22019200
1981-03-24 00:00:00-05:00,0.119419999,0.119419999,0.118862003,0.118862003,0.091429248,28156800
1981-03-25 00:00:00-05:00,0.117746003,0.117746003,0.116628997,0.116628997,0.089711592,7056000
1981-03-26 00:00:00-05:00,0.114955001,0.114955001,0.114396997,0.114396997,0.087994814,12275200
1981-03-27 00:00:00-05:00,0.111048996,0.111048996,0.110491,0.110491,0.084990211,12252800
1981-03-30 00:00:00-05:00,0.110491,0.111607,0.110491,0.110491,0.084990211,9900800
1981-03-31 00:00:00-05:00,0.110491,0.110491,0.109375,0.109375,0.084131822,15993600
1981-04-01 00:00:00-05:00,0.108817004,0.108817004,0.108259,0.108259,0.083273351,34070400
1981-04-02 00:00:00-05:00,0.117746003,0.118303999,0.117746003,0.117746003,0.090570807,31404800
1981-04-03 00:00:00-05:00,0.118303999,0.118862003,0.118303999,0.118303999,0.091000021,16486400
1981-04-06 00:00:00-05:00,0.116628997,0.116628997,0.116071001,0.116071001,0.089282408,22803200
1981-04-07 00:00:00-05:00,0.115512997,0.115512997,0.114955001,0.114955001,0.088423952,10684800
1981-04-08 00:00:00-05:00,0.120536,0.121652,0.120536,0.120536,0.092716873,21952000
1981-04-09 00:00:00-05:00,0.122768,0.123326004,0.122768,0.122768,0.09443374,12499200
1981-04-10 00:00:00-05:00,0.124442004,0.125,0.124442004,0.124442004,0.095721453,33465600
1981-04-13 00:00:00-05:00,0.124442004,0.125,0.124442004,0.124442004,0.095721453,16060800
1981-04-14 00:00:00-05:00,0.124442004,0.125,0.124442004,0.124442004,0.095721453,6652800
1981-04-15 00:00:00-05:00,0.118862003,0.118862003,0.118303999,0.118303999,0.091000021,34048000
1981-04-16 00:00:00-05:00,0.112164997,0.112164997,0.111607,0.111607,0.085848637,23878400
1981-04-20 00:00:00-05:00,0.114955001,0.115512997,0.114955001,0.114955001,0.088423952,35347200
1981-04-21 00:00:00-05:00,0.122768,0.123326004,0.122768,0.122768,0.09443374,28537600
1981-04-22 00:00:00-05:00,0.127232,0.127790004,0.127232,0.127232,0.097867481,18995200
1981-04-23 00:00:00-05:00,0.130579993,0.131137997,0.130579993,0.130579993,0.100442804,58016000
1981-04-24 00:00:00-05:00,0.130579993,0.130579993,0.129464,0.129464,0.099584356,35056000
1981-04-27 00:00:00-04:00,0.128905997,0.128905997,0.128347993,0.128347993,0.098725922,38528000
1981-04-28 00:00:00-04:00,0.126673996,0.126673996,0.126115993,0.126115993,0.097009048,32188800
1981-04-29 00:00:00-04:00,0.125,0.125,0.124442004,0.124442004,0.095721453,13641600
1981-04-30 00:00:00-04:00,0.126673996,0.127790004,0.126673996,0.126673996,0.097438283,12611200
1981-05-01 00:00:00-04:00,0.126673996,0.127790004,0.126673996,0.126673996,0.097438283,16553600
1981-05-04 00:00:00-04:00,0.126673996,0.126673996,0.126115993,0.126115993,0.097009048,14448000
1981-05-05 00:00:00-04:00,0.126115993,0.126115993,0.125558004,0.125558004,0.096579872,17539200
1981-05-06 00:00:00-04:00,0.122768,0.122768,0.122210003,0.122210003,0.094004527,18950400
1981-05-07 00:00:00-04:00,0.123884,0.124442004,0.123884,0.123884,0.095292173,9363200
1981-05-08 00:00:00-04:00,0.125,0.125558004,0.125,0.125,0.096150659,7907200
1981-05-11 00:00:00-04:00,0.122768,0.122768,0.122210003,0.122210003,0.094004527,11939200
1981-05-12 00:00:00-04:00,0.122210003,0.123884,0.122210003,0.122210003,0.094004527,4256000
1981-05-13 00:00:00-04:00,0.122210003,0.123326004,0.121652,0.121652,0.093575306,4905600
1981-05-14 00:00:00-04:00,0.121094003,0.121094003,0.119978003,0.119978003,0.092287675,4928000
1981-05-15 00:00:00-04:00,0.122768,0.124442004,0.122768,0.122768,0.09443374,4905600
1981-05-18 00:00:00-04:00,0.125,0.126115993,0.125,0.125,0.096150659,4166400
1981-05-19 00:00:00-04:00,0.123326004,0.123326004,0.122768,0.122768,0.09443374,25424000
1981-05-20 00:00:00-04:00,0.126673996,0.127790004,0.126673996,0.126673996,0.097438283,13283200
1981-05-21 00:00:00-04:00,0.133928999,0.134487003,0.133928999,0.133928999,0.103018872,32211200
1981-05-22 00:00:00-04:00,0.140066996,0.141183004,0.140066996,0.140066996,0.107740201,31427200
1981-05-26 00:00:00-04:00,0.140066996,0.140066996,0.139509007,0.139509007,0.107310988,85344000
1981-05-27 00:00:00-04:00,0.147321001,0.147879004,0.147321001,0.147321001,0.113320075,149497600
1981-05-28 00:00:00-04:00,0.147321001,0.147879004,0.147321001,0.147321001,0.113320075,73987200
1981-05-29 00:00:00-04:00,0.147879004,0.148438007,0.147879004,0.147879004,0.113749273,59382400
1981-06-01 00:00:00-04:00,0.147879004,0.148438007,0.147879004,0.147879004,0.113749273,51251200
1981-06-02 00:00:00-04:00,0.141183004,0.141183004,0.140625,0.140625,0.108169481,40432000
1981-06-03 00:00:00-04:00,0.140625,0.141740993,0.140625,0.140625,0.108169481,39446400
1981-06-04 00:00:00-04:00,0.143415004,0.143972993,0.143415004,0.143415004,0.110315509,56067200
1981-06-05 00:00:00-04:00,0.141740993,0.141740993,0.141183004,0.141183004,0.108598657,57680000
1981-06-08 00:00:00-04:00,0.136719003,0.136719003,0.136161,0.136161,0.104735717,93497600
1981-06-09 00:00:00-04:00,0.138951004,0.139509007,0.138951004,0.138951004,0.106881849,119593600
1981-06-10 00:00:00-04:00,0.140625,0.142298996,0.140625,0.140625,0.108169481,25222400
1981-06-11 00:00:00-04:00,0.146762997,0.147321001,0.146762997,0.146762997,0.11289084,38976000
1981-06-12 00:00:00-04:00,0.145647004,0.145647004,0.145089,0.145089,0.111603208,25804800
1981-06-15 00:00:00-04:00,0.145089,0.145089,0.144530997,0.144530997,0.111173972,143763200
1981-06-16 00:00:00-04:00,0.142298996,0.142298996,0.141740993,0.141740993,0.109027892,37251200
1981-06-17 00:00:00-04:00,0.140066996,0.140066996,0.139509007,0.139509007,0.107310988,27574400
1981-06-18 00:00:00-04:00,0.139509007,0.140066996,0.138951004,0.138951004,0.106881849,23049600
1981-06-19 00:00:00-04:00,0.135602996,0.135602996,0.135045007,0.135045007,0.103877276,27507200
1981-06-22 00:00:00-04:00,0.130579993,0.130579993,0.130022004,0.130022004,0.100013576,10841600
1981-06-23 00:00:00-04:00,0.132254004,0.133370996,0.132254004,0.132254004,0.101730458,15030400
1981-06-24 00:00:00-04:00,0.130022004,0.130022004,0.128905997,0.128905997,0.099155143,23027200
1981-06-25 00:00:00-04:00,0.131696001,0.132254004,0.131696001,0.131696001,0.101301245,24259200
1981-06-26 00:00:00-04:00,0.131137997,0.131137997,0.130022004,0.130022004,0.100013576,23788800
1981-06-29 00:00:00-04:00,0.126673996,0.126673996,0.125558004,0.125558004,0.096579872,10595200
1981-06-30 00:00:00-04:00,0.116628997,0.116628997,0.116071001,0.116071001,0.089282408,35907200
1981-07-01 00:00:00-04:00,0.115512997,0.115512997,0.114955001,0.114955001,0.088423952,170464000
1981-07-02 00:00:00-04:00,0.114955001,0.115512997,0.114955001,0.114955001,0.088423952,30284800
1981-07-06 00:00:00-04:00,0.112164997,0.112164997,0.111048996,0.111048996,0.085419461,16531200
